id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
18674;Huge flat for 8 people close to Sagrada Familia;71615;Mireia  Maria;Eixample;la Sagrada Família;4140556;217262;Entire home/apt;194;1;42;2/6/2024 19:00;31;28;72;3
23197;Forum CCIB DeLuxe, Spacious, Large Balcony, relax;90417;Etain (Marnie);Sant Martí;el Besòs i el Maresme;4,14124E+15;2,21975E+15;Entire home/apt;304;3;79;23/6/2024 19:00;48;1;116;7
32711;Sagrada Familia area - Còrsega 1;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140566;217015;Entire home/apt;211;1;128;4/9/2024 19:00;80;3;319;32
34241;Stylish Top Floor Apartment - Ramblas Plaza Real;73163;Andres;Ciutat Vella;el Barri Gòtic;4138062;217517;Entire home/apt;300;5;20;19/8/2024 19:00;12;3;69;12
34981;VIDRE HOME PLAZA REAL on LAS RAMBLAS;73163;Andres;Ciutat Vella;el Barri Gòtic;4137978;217623;Entire home/apt;314;5;247;1/9/2024 19:00;146;3;241;37
40983;Soho Colonial Eclectic Apartment;177617;Joaquin;Eixample;la Dreta de l'Eixample;4139631;216832;Entire home/apt;164;2;335;5/9/2024 19:00;208;7;278;56
41952;Modern Apartment - Sagrada Familia;183340;Teresa;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140568;216943;Entire home/apt;190;3;94;27/7/2024 19:00;63;3;295;20
49968;Sagrada Familia area - Còrsega 2;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;414057;217016;Entire home/apt;240;1;112;24/8/2024 19:00;70;3;305;29
58512;Stylish & cozy 3BR near Sagrada Familia;280070;Cristina;Sant Martí;el Camp de l'Arpa del Clot;4141129;218193;Entire home/apt;144;10;392;15/8/2024 19:00;240;1;10;12
71553;Best deals for penthouse near Sagrada Familia!;366654;Watermelon Barcelona Apartments;Eixample;la Dreta de l'Eixample;4139705;217469;Entire home/apt;186;3;82;20/4/2024 19:00;50;3;326;3
71736;Long term entire months more than 32 nitghts;368317;Nacharosa;Ciutat Vella;el Raval;4138174;216663;Entire home/apt;68;31;10;30/5/2024 19:00;6;11;311;1
72436;Lugaris Beach Business Apartment;375625;Xavier;Sant Martí;el Poblenou;4139909;220733;Entire home/apt;258;1;833;24/8/2024 19:00;681;6;231;120
73683;Sagrada Familia area for 12 people;135703;Nick;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140554;217017;Entire home/apt;500;1;226;26/8/2024 19:00;140;3;297;37
75411;Sagrada Familia Clot Patio - Wifi/Private/Clean;400154;Mireia;Sant Martí;el Clot;4140682;218649;Entire home/apt;181;3;110;2/9/2024 19:00;71;10;69;28
80004;Parc Montjuic HUTB-004026 58;431839;Xavier;Sants-Montjuïc;el Poble Sec;4137371;216706;Entire home/apt;140;5;188;19/8/2024 19:00;116;1;196;19
83283;★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi;700165;Wonderful Barcelona;Eixample;Sant Antoni;4138237;216146;Private room;95;3;130;25/6/2024 19:00;80;3;21;13
89756;bcn-rentals ramblas 9, right in the city centre;488117;David Y Maria;Ciutat Vella;el Raval;4137861;216737;Entire home/apt;370;6;25;9/5/2024 19:00;17;6;288;2
89776;Modernist aparment in the heart of the city;3556337;Alejandro;Eixample;la Dreta de l'Eixample;4139224;217806;Entire home/apt;169;1;381;21/8/2024 19:00;244;66;292;45
95719;Lovely room  in the heart of Barcelona with A/C;509260;Dalila;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138496;217982;Private room;90;31;256;5/10/2022 19:00;157;2;365;0
97529;Furnished one bedroom apartment with bathroom;497450;Francesc;Gràcia;el Camp d'en Grassot i Gràcia Nova;4,14088E+16;2,16607E+16;Entire home/apt;47;120;67;30/10/2022 19:00;43;1;0;0
110041;002. Alió 2 Apartment;396363;Alcam Apartments;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140271;216646;Entire home/apt;94;1;67;13/8/2024 19:00;45;68;292;25
112538;✨Design Apt near Sagrada Familia / Shared terrace✨;567180;Sandra;Eixample;la Sagrada Família;4140653;21746;Entire home/apt;301;2;128;29/8/2024 19:00;80;19;104;15
117010;✨Spacious Flat near Sagrada Familia/Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140647;217457;Entire home/apt;294;2;57;15/8/2024 19:00;36;19;102;11
118228;✨Bright apt views Sagrada Familia / Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140653;21746;Entire home/apt;337;2;62;8/8/2024 19:00;39;19;96;12
128463;Private Suite in residential area!!;635253;Sebastian;Sants-Montjuïc;Sants;4137155;213664;Entire home/apt;157;3;432;28/8/2024 19:00;273;1;319;38
135513;Poble Nou Apartment a 3 minutos de la Playa;664196;Teresa;Sant Martí;el Poblenou;4139787;220429;Entire home/apt;182;2;146;1/9/2024 19:00;93;2;321;19
136670;double Room -UPC, ESADE, Barça, Real Club Tennis;610674;Maria;Les Corts;Pedralbes;4138832;212201;Private room;42;32;136;30/8/2024 19:00;86;3;270;4
138055;🌞Apt best views of Sagrada Familia/Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140653;21746;Entire home/apt;308;2;133;31/8/2024 19:00;83;19;106;18
144471;★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI;700165;Wonderful Barcelona;Eixample;Sant Antoni;4138189;215857;Private room;71;3;41;7/3/2023 19:00;26;3;14;0
147275;1 Room INDIVIDUAL in Barcelona;711907;Antuan;Horta-Guinardó;el Guinardó;4142337;21749;Private room;17;31;132;10/8/2024 19:00;116;1;319;2
153376;Single room. central and quite;737399;Omar;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4,13871E+15;2,17682E+16;Private room;50;30;22;25/9/2022 19:00;34;1;35;0
162091;✨Cosy Apt near Sagrada Familia / Shared terrace✨;567180;Sandra;Eixample;la Sagrada Família;414064;217449;Entire home/apt;302;2;71;17/8/2024 19:00;47;19;104;8
171646;Sagrada Familia Clot Atico - Wifi/Private/Clean;400154;Mireia;Sant Martí;el Clot;4140671;218592;Entire home/apt;162;3;115;3/9/2024 19:00;84;10;71;34
171816;Sagrada Familia Clot Vista - Wifi/Private/Clean;400154;Mireia;Sant Martí;el Clot;4140681;218553;Entire home/apt;162;3;69;20/8/2024 19:00;94;10;79;21
174382;Classic Flat near Sagrada Familia / Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140653;217455;Entire home/apt;315;2;36;19/8/2024 19:00;33;19;68;13
188267;LAST Minute Promotion ,Balconies  and views, city;366654;Watermelon Barcelona Apartments;Eixample;la Dreta de l'Eixample;4139258;217692;Entire home/apt;531;2;125;6/7/2024 19:00;80;3;346;16
196021;Large patio, 4 baths (3 en-suite), 19th c, central;953719;Julia;Eixample;l'Antiga Esquerra de l'Eixample;4138842;216108;Entire home/apt;551;2;431;29/8/2024 19:00;273;2;282;55
196196;✨Large Apt near Sagrada Familia / Shared terrace✨;567180;Sandra;Eixample;la Sagrada Família;414066;217459;Entire home/apt;311;2;154;27/8/2024 19:00;97;19;110;31
197267;Cozy Studio in Gracia Neighborhood;632830;M Angeles, Federico;Gràcia;la Vila de Gràcia;4140661;215115;Entire home/apt;41;31;364;13/7/2024 19:00;235;1;40;7
198958;STUNNING sea view + pool Barcelona!;971768;Akira Flats;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4140805;221487;Entire home/apt;397;2;123;15/8/2024 19:00;82;11;61;23
206122;Amazing Loft in BCN Center;1013855;Alejandro;Gràcia;la Vila de Gràcia;4139877;215887;Entire home/apt;166;4;273;31/8/2024 19:00;176;3;247;42
206167;Bright, comfy, central and with character;1014050;Minerva;Sants-Montjuïc;el Poble Sec;413724;21648;Entire home/apt;150;3;165;28/8/2024 19:00;106;1;0;27
209673;Sweet Apartment in Gràcia district!;1033366;Elena;Gràcia;la Vila de Gràcia;41398;21553;Entire home/apt;120;2;364;4/9/2024 19:00;256;1;222;33
234375;ATTIC VIEWS  (Sagrada Familia);1227290;Francesca;Eixample;el Fort Pienc;4,13997E+15;2,17489E+16;Entire home/apt;290;8;106;25/8/2024 19:00;120;1;323;24
238703;☆Comfy central Flat Sagrada Familia/Shared terrace;567180;Sandra;Eixample;la Sagrada Família;4140653;21746;Entire home/apt;265;2;99;24/8/2024 19:00;80;19;112;13
239821;APARTAMENT BCN MIRALL, in the best neighborhood;1257705;José Luis;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139653;21442;Entire home/apt;225;2;54;10/5/2024 19:00;46;5;243;7
241614;Bohemian Apartment With A Tune In Ramblas Area;1184485;Nacho;Ciutat Vella;el Barri Gòtic;4137918;217733;Entire home/apt;249;7;50;12/8/2024 19:00;32;1;143;20
252232;Nice apartment in Barcelona;1298586;Kristjan & Ana;Sant Martí;Sant Martí de Provençals;4141626;220149;Entire home/apt;224;2;139;16/8/2024 19:00;91;7;86;7
255195;Lightly apartment with balcony to Las Ramblas;1310304;Luis;Ciutat Vella;el Raval;413817;217195;Entire home/apt;44;32;27;5/7/2024 19:00;18;42;229;2
256354;room in cosy flat....;1348378;Lidia;Gràcia;Vallcarca i els Penitents;4,14134E+16;2,13888E+16;Private room;28;31;72;16/8/2024 19:00;48;2;114;3
256677;Barcelona Center!The Gothic Area;1350468;Petrutz;Ciutat Vella;el Barri Gòtic;413801;217693;Private room;75;3;257;1/9/2024 19:00;172;1;231;43
265491;Beach room amazing view in center;1392322;Kitty;Ciutat Vella;la Barceloneta;4137722;218944;Private room;105;31;167;2/9/2024 19:00;112;1;63;7
268017;Sweett |  Charming 3BR near Casa Mila;1405013;Midtown;Eixample;la Dreta de l'Eixample;4139268;217214;Entire home/apt;349;2;78;19/8/2024 19:00;52;12;193;34
268022;Sweett | Luminous 3BR near Plaza Catalunya;1405013;Midtown;Eixample;la Dreta de l'Eixample;4139184;217146;Entire home/apt;340;2;129;27/7/2024 19:00;138;12;176;40
269467;Sunny and quiet Loft next to Sagrada Familia;1411775;Jeremies;Eixample;la Sagrada Família;4140181;21761;Entire home/apt;229;7;95;10/8/2024 19:00;117;3;318;18
273229;Confortable and very well located;1429552;Marta;Eixample;Sant Antoni;413778;21582;Entire home/apt;115;7;181;24/8/2024 19:00;121;1;20;19
273932;Oriental Design apartment;1432835;Angel;Eixample;l'Antiga Esquerra de l'Eixample;413895;215769;Entire home/apt;239;3;305;19/8/2024 19:00;199;45;65;48
275336;Noname - Charming 3BR+Terrace just off Gran Via;1435464;Jaume;Eixample;la Nova Esquerra de l'Eixample;4,13831E+15;2,15518E+16;Entire home/apt;194;1;143;20/8/2024 19:00;97;14;326;16
275346;Sunny terrace penthouse by Camp Nou Free Nespresso;1435464;Jaume;Sarrià-Sant Gervasi;Sarrià;4,13918E+15;2,12506E+15;Entire home/apt;311;1;85;25/7/2024 19:00;57;14;89;8
276527;Nice rustic apartament - Parc Güell  PARKING FREE;1444707;Jesus;Gràcia;el Coll;4142042;2148;Entire home/apt;157;3;605;31/8/2024 19:00;395;2;289;68
283231;FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC;1475411;Francesco;Sant Martí;el Parc i la Llacuna del Poblenou;4139086;218803;Entire home/apt;159;7;326;30/8/2024 19:00;213;1;176;22
295200;Amazing penthouse with private terrace;612665;Oscar;Gràcia;la Vila de Gràcia;4140697;216106;Entire home/apt;193;3;267;21/8/2024 19:00;174;4;86;30
315769;Casa Tortilla Sagrada Familia;1994100;Marcello;Gràcia;el Camp d'en Grassot i Gràcia Nova;4140466;217147;Entire home/apt;135;3;69;4/9/2024 19:00;45;3;260;29
320506;The Loft Barcelona;1642180;The Loft;Sants-Montjuïc;el Poble Sec;4137195;216936;Entire home/apt;140;4;73;3/8/2024 19:00;48;1;160;8
330723;SUNNY ROOM WITH BALCONY;1687383;Morpheus Stays X JuanMi;Ciutat Vella;el Raval;4137571;217118;Private room;21;31;54;16/5/2024 19:00;36;2;233;2
330766;Urquinaona tranquilo y céntrico;1687524;Virginia;Eixample;la Dreta de l'Eixample;4139076;217503;Entire home/apt;160;6;277;1/9/2024 19:00;184;2;44;49
330957;Central 3 bedroom beautiful APT;893805;Phil And Fiona;Eixample;la Dreta de l'Eixample;4,13978E+15;2,17058E+15;Entire home/apt;194;2;634;24/8/2024 19:00;416;13;315;71
335861;Modern Flat;1221038;Mar;Sant Martí;el Poblenou;4140349;220414;Entire home/apt;191;1;115;27/6/2024 19:00;78;3;334;12
337755;SEALONA VILA OLIMPICA BEACH;1716315;Marc;Sant Martí;la Vila Olímpica del Poblenou;4,13925E+15;2,19326E+14;Entire home/apt;209;1;71;21/8/2024 19:00;56;12;98;20
343858;Céntrico Apartamento de 2 habitaciones en Gracia.;1744516;Silvia & Luís;Gràcia;la Vila de Gràcia;4140172;216322;Entire home/apt;219;6;5;16/8/2024 19:00;4;39;56;2
343861;Apartamento 1 habitación y balcón  en Gracia;1744516;Silvia & Luís;Eixample;la Dreta de l'Eixample;4139993;216536;Entire home/apt;181;3;43;2/8/2024 19:00;38;39;85;9
343864;3 BD APT IN THE HEART OF GRACIA VIRREINA;1744516;Silvia & Luís;Gràcia;la Vila de Gràcia;4140735;215885;Entire home/apt;191;3;41;20/8/2024 19:00;33;39;91;9
343866;COSY 3BD  APARTMENT + 2 BATH IN GRACIA VIRREINA;1744516;Silvia & Luís;Gràcia;la Vila de Gràcia;4140399;215565;Entire home/apt;196;3;117;21/8/2024 19:00;84;39;67;31
351395;Garden House - 3BR Apt with amazing Terrrace;1435464;Jaume;Eixample;el Fort Pienc;4139271;217974;Entire home/apt;229;1;93;6/7/2024 19:00;68;14;305;11
352772;Charming penthouse, city center, private car park.;1786501;Fidel;Eixample;la Nova Esquerra de l'Eixample;4138184;215119;Entire home/apt;167;2;243;16/8/2024 19:00;190;1;263;40
353640;Great Apartment in Heart of Born;1791076;Marta;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138422;218412;Entire home/apt;176;1;192;31/5/2024 19:00;152;1;191;3
357576;"Vintage Home ""El patio de Gracia""";1809535;Silvia;Gràcia;la Vila de Gràcia;4140508;215491;Entire home/apt;212;2;449;1/9/2024 19:00;303;1;230;77
359841;BacRou, design loft near the sea;1820272;Rosa;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4140502;220802;Entire home/apt;150;2;508;25/8/2024 19:00;341;5;211;65
364030;Beatiful Terrace in Bcn center  HUTB-OO1094;1839136;Mires;Eixample;Sant Antoni;4,13756E+16;2,16254E+16;Entire home/apt;221;2;425;25/8/2024 19:00;279;1;310;47
365911;Low-priced,Super Reviewed Apartment;1260560;Ralph;Eixample;la Nova Esquerra de l'Eixample;4137911;215356;Entire home/apt;265;1;138;20/7/2024 19:00;94;3;335;13
377161;Rustic apartment Parc Guell II;1444707;Jesus;Gràcia;el Coll;4141892;214871;Entire home/apt;144;3;617;30/8/2024 19:00;409;2;316;62
384063;nap2 Happy & Quiet 3 bedroom & 2 bathrooms flat!;1447144;Acomodis Apartments;Eixample;la Dreta de l'Eixample;4139639;217641;Entire home/apt;310;1;9;18/5/2024 19:00;6;233;365;1
384155;Barcelona Center Beach Top Design;1751133;The Punset Family;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138416;218257;Entire home/apt;234;32;73;1/12/2023 19:00;49;1;363;2
384464;Paseo de Gracia / Plaza Catalunya;674212;Juanmi;Eixample;la Dreta de l'Eixample;4138992;216974;Entire home/apt;800;3;229;13/5/2024 19:00;152;5;338;32
385049;MIRADOR 3 Bedroom Apartment Port Vell;3775349;Caterina;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138203;218362;Entire home/apt;550;2;275;15/7/2024 19:00;181;54;18;8
393717;Cosy apartment near Las Ramblas;1968590;Manel;Ciutat Vella;el Raval;413795;216568;Entire home/apt;159;3;452;25/8/2024 19:00;303;1;290;55
399772;Rocafort nice & bright 3 stops away Pza Cataluña;1995385;Ana;Eixample;la Nova Esquerra de l'Eixample;4138268;215044;Entire home/apt;155;2;164;19/8/2024 19:00;109;3;78;48
408599;A charming 3 bedroom apartment with balcony;2034854;Roger;Sants-Montjuïc;el Poble Sec;4137374;215852;Entire home/apt;174;1;592;18/8/2024 19:00;392;1;300;81
417239;Sunny apparment with terrace in Gracia;2074943;Kris;Gràcia;la Vila de Gràcia;4140413;215692;Entire home/apt;110;31;109;14/4/2024 19:00;79;1;155;4
424137;Spacious apartment by Las Ramblas;2108468;Pau;Ciutat Vella;el Barri Gòtic;4137973;217458;Entire home/apt;297;1;195;15/8/2024 19:00;157;8;130;41
425639;House with garden;2116153;Victor/Paula;Sarrià-Sant Gervasi;el Putxet i el Farró;4140864;214557;Entire home/apt;455;2;96;28/8/2024 19:00;77;1;29;2
432482;PENTHOUSE with private terrace PANORAMIC VIEW;898600;Andre;Eixample;la Dreta de l'Eixample;4139144;216128;Entire home/apt;279;1;433;21/8/2024 19:00;292;2;246;62
439057;Paseo de Gracia - Diagonal, 120 m2;2181314;Javier;Gràcia;la Vila de Gràcia;4140002;21579;Entire home/apt;145;2;399;31/8/2024 19:00;268;1;191;65
443110;Mercedes Heritage - 2 Bedroom Apartment;2201772;Mercedes Heritage;Eixample;l'Antiga Esquerra de l'Eixample;413879153;21522402;Entire home/apt;311;1;52;27/7/2024 19:00;35;7;96;4
443222;2-bedroom Bright and Classic Sagrada Familia Flat;2202284;Johanna;Eixample;la Sagrada Família;4140998;217553;Entire home/apt;165;4;195;23/8/2024 19:00;132;21;56;26
443909;Barcelona Gotico, great  location, office space;2204578;Francesca;Ciutat Vella;el Barri Gòtic;4137733;217651;Private room;32;31;363;6/8/2024 19:00;249;1;100;7
449999;Centre. Attic. Big terrace. Lift. Views. Quiet Sun;1267680;Victor;Eixample;la Dreta de l'Eixample;4138946;217593;Entire home/apt;244;4;109;16/8/2024 19:00;73;4;340;27
451758;Loft luminoso y elegante. Centrico.;1267680;Victor;Ciutat Vella;el Raval;4138139;216692;Entire home/apt;130;4;219;5/9/2024 19:00;147;4;139;35
462062;Centro Histórico a 15 min. caminando;16569867;Lola;Eixample;la Nova Esquerra de l'Eixample;4,13785E+15;2,15179E+16;Private room;82;3;152;25/10/2023 19:00;124;2;36;6
469157;Big Central Flat 2XenSuites special offer  50% OFF;340570;Audun;Ciutat Vella;el Barri Gòtic;4138046;217822;Entire home/apt;201;31;38;1/8/2024 19:00;26;2;363;6
469177;Cozy Spacius apartment in Paralel for 8;1432835;Angel;Sants-Montjuïc;el Poble Sec;4137501;216009;Entire home/apt;223;3;314;28/7/2024 19:00;213;45;61;39
636702;big loft in the heart of Barcelona;3099749;Martina;Eixample;el Fort Pienc;4139544;217887;Entire home/apt;464;5;95;5/8/2024 19:00;79;1;161;33
639137;10 p, CENTRIC, NEAR SANTS STATION train AIRPORT;1257705;José Luis;Eixample;la Nova Esquerra de l'Eixample;4138496;214292;Entire home/apt;271;2;59;3/6/2024 19:00;44;5;213;7
639820;Private Roof Top Sant Antoni;3194412;Cloud5;Eixample;Sant Antoni;4137752;216021;Entire home/apt;181;1;224;4/8/2024 19:00;153;2;264;11
642491;Calm and large 3-bedroom apartment (Camp Nou);3211290;Jose;Les Corts;la Maternitat i Sant Ramon;4137606;212222;Entire home/apt;140;21;9;22/8/2024 19:00;15;1;159;5
645513;BEACH ,ATTIC APARTMENT TERRACE !;3041333;Kees;Sant Martí;el Poblenou;4139698;219963;Entire home/apt;140;4;180;2/6/2024 19:00;124;1;320;4
656990;Bedroom in charming Gracia apt;3310089;Diana;Sarrià-Sant Gervasi;el Putxet i el Farró;4140235;214709;Private room;105;1;38;5/8/2024 19:00;196;4;55;29
659469;TANGER JAZZ POBLENOU BEACH & POOL;2069930;Rebecca;Sant Martí;el Parc i la Llacuna del Poblenou;4140286;219615;Entire home/apt;215;2;150;27/8/2024 19:00;107;1;153;39
662879;CENTRAL AND CHARMING FLAT;3347847;Frédéric;Sants-Montjuïc;el Poble Sec;4137335;215589;Entire home/apt;150;3;144;23/8/2024 19:00;99;1;255;19
663096;Gaudi Luxury by Cocoon Barcelona;3348832;Mathieu;Eixample;la Dreta de l'Eixample;4139025;216474;Entire home/apt;600;3;416;27/8/2024 19:00;325;6;328;57
667177;Big house (+ 100 m2)+Terrace+Wifi+Parking;3357515;Teresa;Sant Martí;el Parc i la Llacuna del Poblenou;4140062;218952;Entire home/apt;199;4;277;28/7/2024 19:00;193;1;39;30
670782;Borrell · Near ramblas;3399123;Eberhard&Aurélie@Es-Flats;Eixample;Sant Antoni;413773;216308;Entire home/apt;123;1;299;24/8/2024 19:00;206;11;77;34
671458;Sunny and comfortable apartment in the city centre;3403659;Montserrat;Sants-Montjuïc;el Poble Sec;4137353;216131;Entire home/apt;148;3;228;1/9/2024 19:00;157;7;311;46
682808;Central Townhouse Barcelona;3479346;Ewa & Pau;Eixample;la Dreta de l'Eixample;4139362;216868;Entire home/apt;614;3;251;19/8/2024 19:00;175;16;197;18
682871;Well connected & quiet apartment;3479346;Ewa & Pau;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4139679;214705;Entire home/apt;142;3;386;27/8/2024 19:00;266;16;214;40
684160;Beautiful apartment for 1 people;2001386;Silvina;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4138245;21841;Private room;45;2;1;22/12/2023 19:00;12;1;0;1
684639;Habitación grande y luminosa;3297466;Rosa Leni;Eixample;la Nova Esquerra de l'Eixample;4138584;214458;Private room;33;31;1;29/11/2023 19:00;11;3;305;1
684643;Habitación cómoda y tranquila;3297466;Rosa Leni;Eixample;la Nova Esquerra de l'Eixample;4,13853E+15;2,147E+16;Private room;25;31;8;27/2/2024 19:00;13;3;319;1
688527;Special apartment with terrace;3515147;Jaume;Sant Martí;Provençals del Poblenou;4140924;220118;Entire home/apt;130;3;305;14/8/2024 19:00;267;1;303;39
688946;Nice Renovated Apartment - El Clot;2907783;Camille;Sant Martí;el Clot;4140828;219255;Entire home/apt;186;3;241;27/8/2024 19:00;166;1;319;43
694516;Independent apartment in house with garden;3019128;Roser;Horta-Guinardó;la Font d'en Fargues;4142593;216748;Entire home/apt;45;31;58;28/4/2024 19:00;40;1;129;4
698593;Cosy and modern apartment in Gracia;3454952;Eduard;Gràcia;la Vila de Gràcia;4140237;215865;Entire home/apt;170;3;442;3/9/2024 19:00;310;3;81;55
699920;Romantic hideaway, Pl. Catalunya, communal terrace;3590196;DestinationBCN - Apartments & Rooms;Eixample;l'Antiga Esquerra de l'Eixample;4138734;216448;Entire home/apt;236;3;89;28/8/2024 19:00;79;12;133;30
700150;Luxury 2 bed suite with courtyard in city-centre;3590196;DestinationBCN - Apartments & Rooms;Eixample;l'Antiga Esquerra de l'Eixample;4138686;216449;Entire home/apt;364;3;113;2/9/2024 19:00;99;12;121;34
703941;Sagrada Familia Apartment Eixample 22;3615168;Eduardo;Eixample;la Dreta de l'Eixample;4139739;217108;Entire home/apt;289;3;74;3/9/2024 19:00;181;13;30;12
703973;Sagrada Familia Apartment Eixample 43;3615168;Eduardo;Eixample;la Dreta de l'Eixample;4139755;216887;Entire home/apt;266;3;79;6/1/2024 19:00;204;13;29;12
703984;Sagrada Familia Apartment Eixample 42;3615168;Eduardo;Eixample;la Dreta de l'Eixample;4139862;216903;Entire home/apt;249;3;55;14/5/2024 19:00;145;13;28;7
715036;Tapas in boho authentic in city center;3682696;Montserrat;Sants-Montjuïc;el Poble Sec;4137455;216669;Entire home/apt;117;4;362;13/8/2024 19:00;257;1;197;44
721378;Big and nice apartment near to Sagrada Familia;3724467;EasySleep;Eixample;el Fort Pienc;4139884;217697;Entire home/apt;244;3;12;24/6/2024 19:00;15;12;103;3
721470;Nice studio with small private terrace;3724467;EasySleep;Eixample;el Fort Pienc;4139884;217697;Entire home/apt;200;3;57;22/7/2024 19:00;74;12;136;8
721471;Beautiful private terrace in Studio near Sagrada;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139786;217583;Entire home/apt;211;1;40;31/7/2024 19:00;55;12;116;6
721478;Apartment private terrace near to Sagrada Familia;3724467;EasySleep;Eixample;el Fort Pienc;4139884;217697;Entire home/apt;256;3;113;19/8/2024 19:00;133;12;101;30
721479;Apartment near to Sagrada Familia private terrace;3724467;EasySleep;Eixample;el Fort Pienc;4139884;217697;Entire home/apt;256;3;100;22/8/2024 19:00;115;12;107;15
721504;Nice and Cozy Superior Apartment near to Sagrada;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139711;216921;Entire home/apt;253;1;14;24/6/2024 19:00;20;12;88;5
721509;One bedroom apartment near to Sagrada Familia;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139795;21703;Entire home/apt;207;3;36;11/7/2024 19:00;46;12;122;14
721510;2 bedroom apartment near to Sagrada Familia;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139795;21703;Entire home/apt;218;3;2;11/6/2022 19:00;7;12;118;0
721511;Beautiful apt with private terrace near to Sagrada;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139795;21703;Entire home/apt;229;3;107;20/8/2024 19:00;155;12;100;30
721512;Beautiful apt with private terrace near to Sagrada;3724467;EasySleep;Eixample;la Dreta de l'Eixample;4139795;21703;Entire home/apt;229;3;4;22/6/2022 19:00;5;12;106;0
722742;Quiet apartment with terrace in Gracia;3548964;Xavier;Gràcia;la Vila de Gràcia;4139821;215489;Entire home/apt;161;5;294;3/9/2024 19:00;204;1;201;35
723462;Port Vell Vista - Homecelona Apts;2748428;Sha;Ciutat Vella;la Barceloneta;4137955;218842;Entire home/apt;150;31;4;31/7/2024 19:00;3;7;132;2
724523;nice penthouse ramblas/Montjuic;3487870;Denis;Sants-Montjuïc;el Poble Sec;4137251;216067;Entire home/apt;150;1;273;2/9/2024 19:00;241;2;310;41
725009;Walk to Plaça de Catalunya from an Art-Filled Apartment;1935498;Nadia & Taras;Eixample;Sant Antoni;4137621;216393;Entire home/apt;236;3;237;7/7/2024 19:00;169;2;224;15
728480;Mercedes Heritage - 4 Bedroom Apartment;2201772;Mercedes Heritage;Eixample;l'Antiga Esquerra de l'Eixample;4138788;215228;Entire home/apt;382;1;31;17/8/2024 19:00;22;7;109;10
729078;In the heart of Barcelona;3786292;Flavio;Ciutat Vella;el Raval;4137741;217391;Entire home/apt;96;1;486;15/8/2024 19:00;346;1;149;64
739557;Apartamento zona Sagrada Familia;3868307;Maria;Eixample;la Sagrada Família;4140135;217217;Entire home/apt;200;3;215;23/8/2024 19:00;291;1;239;50
740113;Sunny, authentic Sant Antoni Apartment;3193594;Jan;Eixample;Sant Antoni;4137785;216238;Entire home/apt;120;4;5;15/6/2024 19:00;13;10;108;1
742156;Apartment with BALCONY,  FREE WIFI;3678711;J;Sarrià-Sant Gervasi;el Putxet i el Farró;4140888;214634;Entire home/apt;211;1;121;6/8/2024 19:00;84;13;174;14
742241;BIG apartment with GREAT COURTYARD;3678711;J;Gràcia;Vallcarca i els Penitents;4141035;214795;Entire home/apt;221;1;63;23/3/2024 19:00;48;13;174;14
743612;BCN Chic Apartments - Free private parking;1233230;Montse;Sant Andreu;Navas;4141622;218918;Entire home/apt;336;1;43;8/7/2024 19:00;35;1;121;20
744153;Barcelona close to Sagrada Familia;3899934;Lluís;Eixample;la Dreta de l'Eixample;4139829;217542;Entire home/apt;60;4;608;2/9/2024 19:00;421;1;84;48
745220;In the TRENDIEST district with WIFI;3678711;J;Gràcia;Vallcarca i els Penitents;4140985;214782;Entire home/apt;212;1;73;9/8/2024 19:00;54;13;174;17
745275;BIG SUNNY apartment with FREE WIFI;3678711;J;Gràcia;Vallcarca i els Penitents;4141073;214704;Entire home/apt;533;1;48;27/2/2024 19:00;35;13;172;5
